"price","room_type","minimum_nights","number_of_reviews","calculated_host_listings_count","borough","pay_2024","crime_rate"
104,"Entire home/apt",1,14,2,"Camden",21.8,157.03
386,"Entire home/apt",1,19,1,"Camden",21.8,157.03
371,"Entire home/apt",2,24,85,"Camden",21.8,157.03
141,"Entire home/apt",2,5,10,"Camden",21.8,157.03
375,"Entire home/apt",2,20,12,"Camden",21.8,157.03
52,"Private room",4,13,6,"Camden",21.8,157.03
159,"Entire home/apt",1,13,21,"Camden",21.8,157.03
143,"Entire home/apt",3,11,1,"Camden",21.8,157.03
133,"Entire home/apt",2,19,1,"Camden",21.8,157.03
233,"Entire home/apt",2,30,6,"Camden",21.8,157.03
221,"Entire home/apt",2,13,1,"Camden",21.8,157.03
118,"Entire home/apt",1,34,21,"Camden",21.8,157.03
78,"Private room",2,34,3,"Camden",21.8,157.03
81,"Private room",2,26,3,"Camden",21.8,157.03
51,"Private room",2,19,1,"Camden",21.8,157.03
349,"Entire home/apt",3,32,6,"Camden",21.8,157.03
131,"Entire home/apt",2,13,1,"Camden",21.8,157.03
96,"Entire home/apt",1,39,21,"Camden",21.8,157.03
104,"Entire home/apt",1,31,21,"Camden",21.8,157.03
150,"Entire home/apt",3,20,1,"Camden",21.8,157.03
54,"Private room",1,91,8,"Camden",21.8,157.03
267,"Entire home/apt",4,11,8,"Camden",21.8,157.03
197,"Entire home/apt",6,25,5,"Camden",21.8,157.03
117,"Entire home/apt",3,5,20,"Camden",21.8,157.03
87,"Private room",1,8,66,"Camden",21.8,157.03
101,"Entire home/apt",1,15,23,"Camden",21.8,157.03
132,"Entire home/apt",1,17,1,"Camden",21.8,157.03
172,"Entire home/apt",2,7,6,"Camden",21.8,157.03
99,"Entire home/apt",2,26,4,"Camden",21.8,157.03
64,"Private room",1,34,59,"Camden",21.8,157.03
135,"Entire home/apt",1,17,1,"Camden",21.8,157.03
72,"Entire home/apt",2,6,6,"Camden",21.8,157.03
193,"Entire home/apt",2,25,7,"Camden",21.8,157.03
59,"Private room",1,13,24,"Camden",21.8,157.03
422,"Entire home/apt",3,21,1,"Camden",21.8,157.03
203,"Entire home/apt",2,75,1,"Camden",21.8,157.03
103,"Private room",1,6,66,"Camden",21.8,157.03
87,"Private room",1,6,66,"Camden",21.8,157.03
178,"Entire home/apt",1,6,3,"Camden",21.8,157.03
85,"Private room",1,6,2,"Camden",21.8,157.03
252,"Entire home/apt",1,7,8,"Camden",21.8,157.03
169,"Entire home/apt",1,38,39,"Camden",21.8,157.03
111,"Private room",2,13,1,"Camden",21.8,157.03
120,"Entire home/apt",2,17,66,"Camden",21.8,157.03
90,"Entire home/apt",2,26,2,"Camden",21.8,157.03
143,"Entire home/apt",2,30,4,"Camden",21.8,157.03
430,"Entire home/apt",3,16,2,"Camden",21.8,157.03
55,"Private room",1,10,24,"Camden",21.8,157.03
289,"Entire home/apt",4,8,8,"Camden",21.8,157.03
63,"Entire home/apt",4,6,34,"Camden",21.8,157.03
92,"Entire home/apt",1,7,6,"Camden",21.8,157.03
180,"Entire home/apt",2,16,2,"Camden",21.8,157.03
75,"Private room",1,44,3,"Camden",21.8,157.03
200,"Entire home/apt",3,13,5,"Camden",21.8,157.03
160,"Entire home/apt",2,26,85,"Camden",21.8,157.03
136,"Entire home/apt",2,7,1,"Camden",21.8,157.03
143,"Entire home/apt",1,29,1,"Camden",21.8,157.03
291,"Entire home/apt",1,14,2,"Camden",21.8,157.03
253,"Entire home/apt",1,29,21,"Camden",21.8,157.03
80,"Private room",1,20,21,"Camden",21.8,157.03
76,"Private room",1,10,21,"Camden",21.8,157.03
104,"Entire home/apt",1,19,4,"Camden",21.8,157.03
76,"Private room",1,9,21,"Camden",21.8,157.03
235,"Entire home/apt",5,13,1,"Camden",21.8,157.03
228,"Entire home/apt",2,12,7,"Camden",21.8,157.03
109,"Entire home/apt",3,32,5,"Camden",21.8,157.03
127,"Entire home/apt",1,18,2,"Camden",21.8,157.03
213,"Entire home/apt",1,42,13,"Camden",21.8,157.03
70,"Private room",2,26,1,"Camden",21.8,157.03
272,"Entire home/apt",2,14,14,"Camden",21.8,157.03
162,"Entire home/apt",2,35,6,"Camden",21.8,157.03
64,"Private room",1,11,6,"Camden",21.8,157.03
149,"Entire home/apt",4,8,1,"Camden",21.8,157.03
111,"Entire home/apt",3,14,126,"Camden",21.8,157.03
300,"Entire home/apt",3,7,1,"Camden",21.8,157.03
55,"Private room",1,8,24,"Camden",21.8,157.03
238,"Entire home/apt",5,9,1,"Camden",21.8,157.03
210,"Entire home/apt",2,13,47,"Camden",21.8,157.03
245,"Entire home/apt",4,16,2,"Camden",21.8,157.03
139,"Entire home/apt",2,34,23,"Camden",21.8,157.03
153,"Entire home/apt",1,27,2,"Camden",21.8,157.03
144,"Entire home/apt",1,80,2,"Camden",21.8,157.03
78,"Private room",1,77,1,"Camden",21.8,157.03
116,"Private room",1,16,1,"Camden",21.8,157.03
141,"Entire home/apt",1,13,1,"Camden",21.8,157.03
175,"Entire home/apt",2,19,1,"Camden",21.8,157.03
94,"Private room",1,39,4,"Camden",21.8,157.03
89,"Private room",1,51,6,"Camden",21.8,157.03
98,"Private room",1,7,1,"Camden",21.8,157.03
143,"Entire home/apt",1,43,21,"Camden",21.8,157.03
100,"Entire home/apt",1,32,21,"Camden",21.8,157.03
143,"Entire home/apt",3,14,1,"Camden",21.8,157.03
171,"Entire home/apt",1,10,5,"Camden",21.8,157.03
156,"Entire home/apt",2,19,4,"Camden",21.8,157.03
85,"Entire home/apt",1,19,19,"Camden",21.8,157.03
399,"Entire home/apt",2,9,10,"Camden",21.8,157.03
399,"Entire home/apt",2,20,10,"Camden",21.8,157.03
306,"Entire home/apt",2,6,10,"Camden",21.8,157.03
245,"Entire home/apt",2,20,10,"Camden",21.8,157.03
283,"Entire home/apt",2,13,10,"Camden",21.8,157.03
392,"Entire home/apt",2,14,10,"Camden",21.8,157.03
133,"Entire home/apt",3,5,9,"Camden",21.8,157.03
186,"Entire home/apt",1,49,21,"Camden",21.8,157.03
229,"Entire home/apt",1,25,8,"Camden",21.8,157.03
162,"Entire home/apt",3,17,1,"Camden",21.8,157.03
186,"Entire home/apt",5,9,27,"Camden",21.8,157.03
180,"Entire home/apt",3,22,5,"Camden",21.8,157.03
190,"Entire home/apt",1,21,6,"Camden",21.8,157.03
80,"Private room",1,7,19,"Camden",21.8,157.03
104,"Entire home/apt",1,43,19,"Camden",21.8,157.03
60,"Private room",1,5,24,"Camden",21.8,157.03
56,"Private room",1,10,24,"Camden",21.8,157.03
81,"Private room",1,11,6,"Camden",21.8,157.03
168,"Entire home/apt",1,5,32,"Camden",21.8,157.03
75,"Private room",1,8,6,"Camden",21.8,157.03
46,"Private room",2,17,17,"Camden",21.8,157.03
268,"Entire home/apt",5,15,22,"Camden",21.8,157.03
175,"Entire home/apt",3,51,4,"Camden",21.8,157.03
105,"Entire home/apt",1,19,6,"Camden",21.8,157.03
246,"Entire home/apt",3,8,22,"Camden",21.8,157.03
150,"Entire home/apt",3,7,9,"Camden",21.8,157.03
153,"Entire home/apt",2,29,1,"Camden",21.8,157.03
266,"Entire home/apt",3,18,1,"Camden",21.8,157.03
52,"Private room",2,11,1,"Camden",21.8,157.03
255,"Entire home/apt",2,23,4,"Camden",21.8,157.03
50,"Private room",2,34,2,"Camden",21.8,157.03
434,"Entire home/apt",4,26,5,"Camden",21.8,157.03
342,"Entire home/apt",1,46,9,"Camden",21.8,157.03
242,"Entire home/apt",1,37,9,"Camden",21.8,157.03
92,"Entire home/apt",1,61,39,"Camden",21.8,157.03
143,"Entire home/apt",1,82,39,"Camden",21.8,157.03
91,"Entire home/apt",1,46,39,"Camden",21.8,157.03
260,"Entire home/apt",2,13,2,"Camden",21.8,157.03
160,"Entire home/apt",2,6,1,"Camden",21.8,157.03
197,"Entire home/apt",3,13,1,"Camden",21.8,157.03
86,"Entire home/apt",2,48,3,"Camden",21.8,157.03
91,"Private room",3,8,3,"Camden",21.8,157.03
63,"Private room",1,10,49,"Camden",21.8,157.03
143,"Entire home/apt",2,16,1,"Camden",21.8,157.03
148,"Entire home/apt",1,37,39,"Camden",21.8,157.03
125,"Entire home/apt",2,53,24,"Camden",21.8,157.03
103,"Entire home/apt",1,27,39,"Camden",21.8,157.03
112,"Entire home/apt",1,49,6,"Camden",21.8,157.03
93,"Entire home/apt",3,7,11,"Camden",21.8,157.03
130,"Entire home/apt",1,35,6,"Camden",21.8,157.03
135,"Entire home/apt",1,30,6,"Camden",21.8,157.03
139,"Entire home/apt",1,38,6,"Camden",21.8,157.03
215,"Entire home/apt",1,5,6,"Camden",21.8,157.03
228,"Entire home/apt",3,26,24,"Camden",21.8,157.03
145,"Entire home/apt",2,21,14,"Camden",21.8,157.03
201,"Entire home/apt",2,33,14,"Camden",21.8,157.03
180,"Entire home/apt",3,12,1,"Camden",21.8,157.03
173,"Entire home/apt",1,13,39,"Camden",21.8,157.03
86,"Entire home/apt",1,25,39,"Camden",21.8,157.03
81,"Entire home/apt",1,29,39,"Camden",21.8,157.03
75,"Private room",3,10,3,"Camden",21.8,157.03
75,"Private room",3,21,3,"Camden",21.8,157.03
376,"Entire home/apt",1,12,18,"Camden",21.8,157.03
376,"Entire home/apt",1,15,18,"Camden",21.8,157.03
222,"Entire home/apt",1,10,11,"Camden",21.8,157.03
266,"Entire home/apt",1,12,4,"Camden",21.8,157.03
176,"Entire home/apt",2,17,1,"Camden",21.8,157.03
102,"Entire home/apt",2,12,6,"Camden",21.8,157.03
251,"Entire home/apt",2,14,85,"Camden",21.8,157.03
434,"Entire home/apt",5,24,24,"Camden",21.8,157.03
83,"Entire home/apt",3,12,11,"Camden",21.8,157.03
81,"Entire home/apt",2,43,12,"Camden",21.8,157.03
324,"Entire home/apt",5,10,42,"Camden",21.8,157.03
182,"Entire home/apt",1,5,7,"Camden",21.8,157.03
159,"Entire home/apt",1,8,7,"Camden",21.8,157.03
173,"Entire home/apt",1,23,7,"Camden",21.8,157.03
87,"Entire home/apt",1,9,37,"Camden",21.8,157.03
88,"Entire home/apt",4,5,2,"Camden",21.8,157.03
224,"Entire home/apt",2,53,2,"Camden",21.8,157.03
194,"Entire home/apt",1,13,3,"Camden",21.8,157.03
250,"Entire home/apt",1,60,8,"Camden",21.8,157.03
79,"Private room",1,7,1,"Camden",21.8,157.03
118,"Private room",5,14,4,"Camden",21.8,157.03
85,"Private room",4,18,1,"Camden",21.8,157.03
399,"Entire home/apt",2,11,1,"Camden",21.8,157.03
46,"Private room",3,7,3,"Camden",21.8,157.03
145,"Entire home/apt",4,10,1,"Camden",21.8,157.03
193,"Entire home/apt",2,37,3,"Camden",21.8,157.03
133,"Entire home/apt",2,18,5,"Camden",21.8,157.03
243,"Entire home/apt",2,24,2,"Camden",21.8,157.03
286,"Entire home/apt",1,18,4,"Camden",21.8,157.03
138,"Entire home/apt",1,12,39,"Camden",21.8,157.03
123,"Entire home/apt",2,50,4,"Camden",21.8,157.03
147,"Entire home/apt",1,9,20,"Camden",21.8,157.03
283,"Private room",1,7,14,"Camden",21.8,157.03
140,"Entire home/apt",2,8,1,"Camden",21.8,157.03
99,"Entire home/apt",3,29,5,"Camden",21.8,157.03
74,"Entire home/apt",1,5,45,"Camden",21.8,157.03
100,"Entire home/apt",1,19,3,"Camden",21.8,157.03
336,"Entire home/apt",1,21,1,"Camden",21.8,157.03
101,"Entire home/apt",1,17,1,"Camden",21.8,157.03
190,"Entire home/apt",1,15,50,"Camden",21.8,157.03
161,"Entire home/apt",2,22,2,"Camden",21.8,157.03
125,"Entire home/apt",7,16,4,"Camden",21.8,157.03
128,"Entire home/apt",1,8,1,"Camden",21.8,157.03
120,"Entire home/apt",1,35,9,"Camden",21.8,157.03
72,"Private room",1,13,1,"Camden",21.8,157.03
200,"Entire home/apt",4,7,1,"Camden",21.8,157.03
198,"Entire home/apt",4,10,1,"Camden",21.8,157.03
270,"Entire home/apt",3,8,1,"Camden",21.8,157.03
124,"Entire home/apt",1,16,1,"Camden",21.8,157.03
164,"Entire home/apt",7,5,2,"Camden",21.8,157.03
273,"Entire home/apt",3,20,2,"Camden",21.8,157.03
130,"Entire home/apt",3,25,3,"Camden",21.8,157.03
326,"Entire home/apt",2,33,9,"Camden",21.8,157.03
117,"Private room",3,38,1,"Camden",21.8,157.03
172,"Entire home/apt",3,47,2,"Camden",21.8,157.03
114,"Entire home/apt",1,30,13,"Camden",21.8,157.03
124,"Entire home/apt",2,18,7,"Camden",21.8,157.03
100,"Entire home/apt",2,19,12,"Camden",21.8,157.03
523,"Entire home/apt",3,7,3,"Camden",21.8,157.03
290,"Entire home/apt",1,23,4,"Camden",21.8,157.03
208,"Entire home/apt",1,27,4,"Camden",21.8,157.03
167,"Entire home/apt",2,40,12,"Camden",21.8,157.03
85,"Private room",1,34,10,"Camden",21.8,157.03
80,"Private room",1,49,10,"Camden",21.8,157.03
70,"Private room",1,49,10,"Camden",21.8,157.03
134,"Entire home/apt",1,9,25,"Camden",21.8,157.03
130,"Entire home/apt",2,8,4,"Camden",21.8,157.03
56,"Private room",1,12,2,"Camden",21.8,157.03
163,"Entire home/apt",5,6,27,"Camden",21.8,157.03
63,"Private room",1,5,14,"Camden",21.8,157.03
94,"Private room",3,21,1,"Camden",21.8,157.03
196,"Entire home/apt",1,26,8,"Camden",21.8,157.03
162,"Entire home/apt",3,15,7,"Camden",21.8,157.03
170,"Entire home/apt",5,6,27,"Camden",21.8,157.03
193,"Entire home/apt",5,5,27,"Camden",21.8,157.03
196,"Entire home/apt",5,12,27,"Camden",21.8,157.03
174,"Entire home/apt",3,21,7,"Camden",21.8,157.03
206,"Entire home/apt",1,20,3,"Camden",21.8,157.03
94,"Entire home/apt",2,6,1,"Camden",21.8,157.03
58,"Private room",2,32,2,"Camden",21.8,157.03
146,"Entire home/apt",3,41,13,"Camden",21.8,157.03
132,"Entire home/apt",1,9,13,"Camden",21.8,157.03
118,"Entire home/apt",1,7,13,"Camden",21.8,157.03
191,"Entire home/apt",3,12,3,"Camden",21.8,157.03
91,"Entire home/apt",1,18,13,"Camden",21.8,157.03
139,"Entire home/apt",1,21,7,"Camden",21.8,157.03
46,"Private room",1,71,1,"Camden",21.8,157.03
139,"Entire home/apt",1,6,7,"Camden",21.8,157.03
153,"Entire home/apt",4,28,9,"Camden",21.8,157.03
225,"Entire home/apt",1,10,1,"Camden",21.8,157.03
325,"Entire home/apt",1,14,18,"Camden",21.8,157.03
134,"Entire home/apt",1,42,23,"Camden",21.8,157.03
198,"Entire home/apt",1,45,71,"Camden",21.8,157.03
111,"Entire home/apt",1,41,8,"Camden",21.8,157.03
72,"Private room",1,6,1,"Camden",21.8,157.03
198,"Entire home/apt",1,10,71,"Camden",21.8,157.03
91,"Entire home/apt",1,5,23,"Camden",21.8,157.03
91,"Entire home/apt",1,15,23,"Camden",21.8,157.03
85,"Entire home/apt",2,8,15,"Camden",21.8,157.03
206,"Entire home/apt",3,15,2,"Camden",21.8,157.03
95,"Entire home/apt",3,37,1,"Camden",21.8,157.03
198,"Entire home/apt",1,22,5,"Camden",21.8,157.03
120,"Entire home/apt",1,20,3,"Camden",21.8,157.03
169,"Entire home/apt",4,15,16,"Camden",21.8,157.03
101,"Private room",5,6,1,"Camden",21.8,157.03
185,"Entire home/apt",2,8,27,"Camden",21.8,157.03
60,"Entire home/apt",1,22,27,"Camden",21.8,157.03
216,"Entire home/apt",1,10,5,"Camden",21.8,157.03
63,"Entire home/apt",3,13,16,"Camden",21.8,157.03
124,"Entire home/apt",4,16,16,"Camden",21.8,157.03
87,"Entire home/apt",6,16,16,"Camden",21.8,157.03
113,"Entire home/apt",1,17,1,"Camden",21.8,157.03
99,"Entire home/apt",2,22,1,"Camden",21.8,157.03
122,"Entire home/apt",4,28,1,"Camden",21.8,157.03
301,"Entire home/apt",1,5,47,"Camden",21.8,157.03
140,"Private room",3,8,2,"Camden",21.8,157.03
66,"Entire home/apt",3,8,6,"Camden",21.8,157.03
175,"Entire home/apt",3,15,1,"Camden",21.8,157.03
247,"Entire home/apt",2,17,21,"Camden",21.8,157.03
254,"Entire home/apt",3,16,95,"Camden",21.8,157.03
126,"Entire home/apt",1,71,7,"Camden",21.8,157.03
164,"Entire home/apt",2,5,2,"Camden",21.8,157.03
50,"Private room",1,20,1,"Camden",21.8,157.03
160,"Entire home/apt",1,8,1,"Camden",21.8,157.03
100,"Entire home/apt",1,19,6,"Camden",21.8,157.03
118,"Private room",2,15,1,"Camden",21.8,157.03
71,"Private room",1,12,8,"Camden",21.8,157.03
100,"Entire home/apt",2,22,2,"Camden",21.8,157.03
79,"Entire home/apt",1,34,8,"Camden",21.8,157.03
45,"Private room",2,8,7,"Camden",21.8,157.03
53,"Private room",1,9,17,"Camden",21.8,157.03
179,"Entire home/apt",3,15,4,"Camden",21.8,157.03
73,"Private room",1,12,17,"Camden",21.8,157.03
210,"Entire home/apt",2,7,47,"Camden",21.8,157.03
252,"Entire home/apt",2,12,77,"Camden",21.8,157.03
100,"Entire home/apt",1,6,6,"Camden",21.8,157.03
154,"Entire home/apt",2,11,12,"Camden",21.8,157.03
343,"Entire home/apt",2,20,9,"Camden",21.8,157.03
86,"Private room",1,5,3,"Camden",21.8,157.03
69,"Private room",1,8,3,"Camden",21.8,157.03
198,"Entire home/apt",2,8,1,"Camden",21.8,157.03
71,"Private room",1,7,8,"Camden",21.8,157.03
124,"Entire home/apt",1,20,24,"Camden",21.8,157.03
153,"Entire home/apt",2,14,3,"Camden",21.8,157.03
183,"Entire home/apt",1,14,17,"Camden",21.8,157.03
122,"Entire home/apt",7,5,4,"Camden",21.8,157.03
139,"Entire home/apt",3,8,24,"Camden",21.8,157.03
340,"Entire home/apt",4,20,5,"Camden",21.8,157.03
133,"Entire home/apt",5,9,23,"Camden",21.8,157.03
130,"Entire home/apt",1,10,17,"Camden",21.8,157.03
138,"Entire home/apt",1,12,1,"Camden",21.8,157.03
420,"Entire home/apt",5,7,2,"Camden",21.8,157.03
81,"Entire home/apt",1,32,8,"Camden",21.8,157.03
106,"Private room",1,21,8,"Camden",21.8,157.03
105,"Private room",1,27,8,"Camden",21.8,157.03
86,"Entire home/apt",1,21,4,"Camden",21.8,157.03
66,"Private room",1,29,8,"Camden",21.8,157.03
70,"Private room",1,12,8,"Camden",21.8,157.03
247,"Entire home/apt",3,44,69,"Camden",21.8,157.03
279,"Entire home/apt",2,26,9,"Camden",21.8,157.03
157,"Entire home/apt",3,16,1,"Camden",21.8,157.03
173,"Entire home/apt",1,10,18,"Camden",21.8,157.03
85,"Entire home/apt",1,10,25,"Camden",21.8,157.03
145,"Entire home/apt",3,17,59,"Camden",21.8,157.03
269,"Entire home/apt",3,9,1,"Camden",21.8,157.03
80,"Private room",1,6,1,"Camden",21.8,157.03
213,"Entire home/apt",2,10,38,"Camden",21.8,157.03
166,"Entire home/apt",3,8,59,"Camden",21.8,157.03
138,"Entire home/apt",1,20,8,"Camden",21.8,157.03
120,"Entire home/apt",3,9,59,"Camden",21.8,157.03
114,"Entire home/apt",2,25,30,"Camden",21.8,157.03
165,"Entire home/apt",2,6,1,"Camden",21.8,157.03
86,"Entire home/apt",1,14,23,"Camden",21.8,157.03
133,"Entire home/apt",3,5,10,"Camden",21.8,157.03
121,"Entire home/apt",3,24,4,"Camden",21.8,157.03
117,"Entire home/apt",3,10,4,"Camden",21.8,157.03
157,"Entire home/apt",3,16,10,"Camden",21.8,157.03
129,"Entire home/apt",3,7,59,"Camden",21.8,157.03
141,"Entire home/apt",3,9,59,"Camden",21.8,157.03
58,"Private room",1,25,71,"Camden",21.8,157.03
334,"Entire home/apt",2,9,14,"Camden",21.8,157.03
222,"Entire home/apt",2,11,14,"Camden",21.8,157.03
346,"Entire home/apt",1,31,12,"Camden",21.8,157.03
118,"Entire home/apt",1,18,1,"Camden",21.8,157.03
113,"Entire home/apt",2,12,1,"Camden",21.8,157.03
187,"Entire home/apt",2,17,1,"Camden",21.8,157.03
122,"Entire home/apt",2,26,8,"Camden",21.8,157.03
134,"Entire home/apt",2,5,15,"Camden",21.8,157.03
190,"Entire home/apt",3,35,1,"Camden",21.8,157.03
88,"Entire home/apt",1,24,27,"Camden",21.8,157.03
207,"Entire home/apt",3,15,6,"Camden",21.8,157.03
40,"Private room",1,5,24,"Camden",21.8,157.03
62,"Private room",1,9,1,"Camden",21.8,157.03
278,"Entire home/apt",1,28,10,"Camden",21.8,157.03
52,"Private room",1,9,1,"Camden",21.8,157.03
64,"Entire home/apt",1,17,27,"Camden",21.8,157.03
270,"Entire home/apt",2,9,1,"Camden",21.8,157.03
340,"Entire home/apt",3,11,77,"Camden",21.8,157.03
126,"Entire home/apt",2,30,54,"Camden",21.8,157.03
79,"Entire home/apt",1,5,25,"Camden",21.8,157.03
184,"Entire home/apt",1,22,21,"Camden",21.8,157.03
256,"Entire home/apt",2,5,14,"Camden",21.8,157.03
128,"Entire home/apt",2,8,27,"Camden",21.8,157.03
123,"Entire home/apt",1,29,3,"Camden",21.8,157.03
95,"Entire home/apt",1,36,2,"Camden",21.8,157.03
253,"Entire home/apt",2,9,38,"Camden",21.8,157.03
89,"Private room",1,16,3,"Camden",21.8,157.03
174,"Entire home/apt",1,17,20,"Camden",21.8,157.03
101,"Private room",1,24,3,"Camden",21.8,157.03
232,"Entire home/apt",3,12,4,"Camden",21.8,157.03
80,"Entire home/apt",1,34,27,"Camden",21.8,157.03
61,"Entire home/apt",1,38,13,"Camden",21.8,157.03
50,"Private room",2,5,2,"Camden",21.8,157.03
73,"Entire home/apt",1,8,14,"Camden",21.8,157.03
51,"Private room",2,33,8,"Camden",21.8,157.03
43,"Private room",2,34,8,"Camden",21.8,157.03
50,"Private room",2,26,8,"Camden",21.8,157.03
45,"Private room",2,40,8,"Camden",21.8,157.03
133,"Entire home/apt",3,23,59,"Camden",21.8,157.03
62,"Entire home/apt",5,21,2,"Camden",21.8,157.03
171,"Entire home/apt",3,10,5,"Camden",21.8,157.03
165,"Entire home/apt",1,10,23,"Camden",21.8,157.03
73,"Entire home/apt",1,9,14,"Camden",21.8,157.03
148,"Entire home/apt",3,33,5,"Camden",21.8,157.03
299,"Entire home/apt",1,12,3,"Camden",21.8,157.03
210,"Entire home/apt",1,5,1,"Camden",21.8,157.03
266,"Entire home/apt",1,10,4,"Camden",21.8,157.03
295,"Entire home/apt",1,19,4,"Camden",21.8,157.03
156,"Entire home/apt",1,15,15,"Camden",21.8,157.03
200,"Entire home/apt",2,10,2,"Camden",21.8,157.03
97,"Entire home/apt",5,8,1,"Camden",21.8,157.03
129,"Entire home/apt",1,28,1,"Camden",21.8,157.03
108,"Private room",1,13,1,"Camden",21.8,157.03
139,"Entire home/apt",3,6,11,"Camden",21.8,157.03
70,"Entire home/apt",3,5,14,"Camden",21.8,157.03
94,"Entire home/apt",2,22,1,"Camden",21.8,157.03
111,"Entire home/apt",2,21,1,"Camden",21.8,157.03
95,"Private room",1,6,4,"Camden",21.8,157.03
84,"Private room",1,32,1,"Camden",21.8,157.03
130,"Entire home/apt",1,11,3,"Camden",21.8,157.03
115,"Entire home/apt",1,30,1,"Camden",21.8,157.03
119,"Entire home/apt",2,10,1,"Camden",21.8,157.03
74,"Entire home/apt",2,15,6,"Camden",21.8,157.03
75,"Entire home/apt",4,5,1,"Camden",21.8,157.03
168,"Entire home/apt",1,17,50,"Camden",21.8,157.03
143,"Entire home/apt",1,21,9,"Camden",21.8,157.03
125,"Entire home/apt",1,10,20,"Camden",21.8,157.03
73,"Entire home/apt",4,9,14,"Camden",21.8,157.03
87,"Private room",1,18,71,"Camden",21.8,157.03
83,"Private room",1,11,71,"Camden",21.8,157.03
91,"Private room",1,13,71,"Camden",21.8,157.03
76,"Private room",1,7,13,"Camden",21.8,157.03
134,"Entire home/apt",2,8,7,"Camden",21.8,157.03
99,"Entire home/apt",1,5,5,"Camden",21.8,157.03
180,"Entire home/apt",3,8,16,"Camden",21.8,157.03
123,"Entire home/apt",7,5,1,"Camden",21.8,157.03
190,"Entire home/apt",2,21,3,"Camden",21.8,157.03
69,"Entire home/apt",4,9,14,"Camden",21.8,157.03
180,"Entire home/apt",1,23,9,"Camden",21.8,157.03
75,"Entire home/apt",1,23,27,"Camden",21.8,157.03
143,"Entire home/apt",1,20,9,"Camden",21.8,157.03
150,"Entire home/apt",2,11,13,"Camden",21.8,157.03
200,"Entire home/apt",1,32,9,"Camden",21.8,157.03
130,"Entire home/apt",3,6,2,"Camden",21.8,157.03
60,"Private room",1,25,10,"Camden",21.8,157.03
56,"Private room",1,7,10,"Camden",21.8,157.03
61,"Private room",1,31,10,"Camden",21.8,157.03
57,"Private room",1,23,10,"Camden",21.8,157.03
157,"Private room",1,28,21,"Camden",21.8,157.03
48,"Private room",1,14,4,"Camden",21.8,157.03
40,"Private room",1,9,4,"Camden",21.8,157.03
268,"Entire home/apt",1,8,5,"Camden",21.8,157.03
181,"Entire home/apt",1,14,14,"Camden",21.8,157.03
115,"Entire home/apt",2,23,30,"Camden",21.8,157.03
155,"Entire home/apt",1,25,7,"Camden",21.8,157.03
181,"Shared room",1,14,21,"Camden",21.8,157.03
155,"Entire home/apt",2,14,3,"Camden",21.8,157.03
144,"Entire home/apt",2,8,12,"Camden",21.8,157.03
95,"Entire home/apt",1,18,27,"Camden",21.8,157.03
130,"Entire home/apt",2,6,1,"Camden",21.8,157.03
73,"Entire home/apt",4,13,14,"Camden",21.8,157.03
73,"Entire home/apt",4,9,14,"Camden",21.8,157.03
85,"Entire home/apt",1,9,1,"Camden",21.8,157.03
219,"Entire home/apt",1,5,1,"Camden",21.8,157.03
115,"Entire home/apt",1,9,21,"Camden",21.8,157.03
152,"Entire home/apt",2,8,3,"Camden",21.8,157.03
70,"Entire home/apt",4,21,14,"Camden",21.8,157.03
79,"Entire home/apt",1,16,10,"Camden",21.8,157.03
160,"Entire home/apt",1,27,17,"Camden",21.8,157.03
256,"Entire home/apt",2,5,18,"Camden",21.8,157.03
222,"Entire home/apt",2,7,18,"Camden",21.8,157.03
64,"Entire home/apt",2,20,13,"Camden",21.8,157.03
143,"Entire home/apt",5,7,10,"Camden",21.8,157.03
219,"Entire home/apt",1,7,15,"Camden",21.8,157.03
315,"Entire home/apt",2,5,1,"Camden",21.8,157.03
452,"Entire home/apt",2,10,2,"Camden",21.8,157.03
77,"Entire home/apt",1,14,27,"Camden",21.8,157.03
107,"Entire home/apt",1,8,105,"Camden",21.8,157.03
268,"Entire home/apt",2,5,47,"Camden",21.8,157.03
308,"Entire home/apt",3,8,1,"Camden",21.8,157.03
179,"Entire home/apt",4,8,2,"Camden",21.8,157.03
158,"Entire home/apt",1,5,14,"Camden",21.8,157.03
191,"Entire home/apt",1,6,3,"Camden",21.8,157.03
128,"Entire home/apt",1,15,4,"Camden",21.8,157.03
100,"Entire home/apt",2,19,8,"Camden",21.8,157.03
302,"Entire home/apt",5,7,1,"Camden",21.8,157.03
204,"Entire home/apt",1,33,23,"Camden",21.8,157.03
128,"Entire home/apt",3,7,1,"Camden",21.8,157.03
150,"Entire home/apt",3,6,2,"Camden",21.8,157.03
94,"Private room",1,30,59,"Camden",21.8,157.03
69,"Private room",1,5,66,"Camden",21.8,157.03
180,"Entire home/apt",1,7,6,"Camden",21.8,157.03
181,"Entire home/apt",1,14,6,"Camden",21.8,157.03
154,"Entire home/apt",2,9,1,"Camden",21.8,157.03
225,"Entire home/apt",1,9,1,"Camden",21.8,157.03
133,"Entire home/apt",3,5,11,"Camden",21.8,157.03
323,"Entire home/apt",1,10,1,"Camden",21.8,157.03
52,"Private room",1,16,2,"Camden",21.8,157.03
114,"Private room",2,9,1,"Camden",21.8,157.03
81,"Entire home/apt",1,5,2,"Camden",21.8,157.03
106,"Entire home/apt",2,18,3,"Camden",21.8,157.03
